Rank,Pokemon,Usage %,Raw,%,Real,%
86,Diggersby,1.62%,1525,1.62%,1214,1.62%
87,Hawlucha,1.61%,1514,1.61%,1250,1.67%
88,Metagross,1.61%,1513,1.61%,1186,1.58%
89,Empoleon,1.60%,1504,1.60%,1286,1.71%
90,Victini,1.57%,1479,1.57%,1200,1.60%
91,Beedrill-Mega,1.51%,1420,1.51%,1124,1.50%
92,Reuniclus,1.48%,1392,1.48%,1073,1.43%
93,Scolipede,1.41%,1325,1.41%,1041,1.39%
94,Heracross-Mega,1.38%,1299,1.38%,1005,1.34%
95,Galvantula,1.33%,1250,1.33%,1075,1.43%
96,Goodra,1.30%,1223,1.30%,973,1.30%
97,Seismitoad,1.27%,1196,1.27%,1057,1.41%
98,Raikou,1.27%,1193,1.27%,1038,1.38%
99,Staraptor,1.27%,1190,1.27%,1006,1.34%
100,Milotic,1.26%,1187,1.26%,954,1.27%
101,Alakazam,1.26%,1187,1.26%,849,1.13%
102,Salamence,1.26%,1184,1.26%,908,1.21%
103,Machamp,1.24%,1166,1.24%,921,1.23%
104,Blastoise-Mega,1.22%,1144,1.22%,993,1.32%
105,Swampert,1.21%,1133,1.21%,959,1.28%
106,Donphan,1.20%,1131,1.20%,975,1.30%
107,Mandibuzz,1.20%,1127,1.20%,926,1.23%
108,Ninetales,1.17%,1097,1.17%,988,1.32%
109,Jolteon,1.17%,1096,1.17%,900,1.20%
110,Sceptile-Mega,1.16%,1091,1.16%,835,1.11%
111,Slowbro-Mega,1.12%,1050,1.12%,863,1.15%
112,Klefki,1.11%,1041,1.11%,914,1.22%
113,Jellicent,1.10%,1038,1.10%,821,1.09%
114,Whimsicott,1.09%,1021,1.09%,842,1.12%
115,Lucario,1.08%,1015,1.08%,786,1.05%
116,Mamoswine,1.03%,967,1.03%,783,1.04%
117,Roserade,1.01%,950,1.01%,792,1.06%
118,Ditto,0.99%,935,1.00%,615,0.82%
119,Forretress,0.97%,913,0.97%,786,1.05%
120,Crobat,0.95%,892,0.95%,695,0.93%
121,Absol-Mega,0.91%,854,0.91%,692,0.92%
122,Terrakion,0.89%,838,0.89%,686,0.91%
123,Porygon2,0.88%,824,0.88%,704,0.94%
124,Feraligatr,0.87%,814,0.87%,601,0.80%
125,Dragalge,0.86%,810,0.86%,652,0.87%
126,Alomomola,0.85%,799,0.85%,649,0.86%
127,Latios-Mega,0.83%,783,0.83%,598,0.80%
128,Vaporeon,0.80%,753,0.80%,587,0.78%
129,Haxorus,0.75%,706,0.75%,505,0.67%
130,Krookodile,0.73%,690,0.73%,577,0.77%
131,Gardevoir,0.72%,680,0.72%,526,0.70%
132,Heliolisk,0.72%,676,0.72%,465,0.62%
133,Darmanitan,0.72%,674,0.72%,512,0.68%
134,Aggron-Mega,0.72%,673,0.72%,550,0.73%
135,Shaymin,0.70%,660,0.70%,486,0.65%
136,Bronzong,0.69%,653,0.70%,588,0.78%
137,Electivire,0.68%,636,0.68%,500,0.67%
138,Noivern,0.66%,621,0.66%,530,0.71%
139,Kyurem,0.65%,611,0.65%,486,0.65%
140,Mienshao,0.64%,601,0.64%,494,0.66%
141,Aggron,0.62%,585,0.62%,490,0.65%
142,Houndoom-Mega,0.62%,579,0.62%,449,0.60%
143,Tyrantrum,0.62%,579,0.62%,444,0.59%
144,Malamar,0.60%,564,0.60%,414,0.55%
145,Florges,0.59%,550,0.59%,417,0.56%
146,Pidgeot-Mega,0.58%,546,0.58%,430,0.57%
147,Claydol,0.58%,545,0.58%,496,0.66%
148,Hoopa,0.58%,542,0.58%,386,0.51%
149,Chesnaught,0.58%,541,0.58%,408,0.54%
150,Registeel,0.56%,525,0.56%,458,0.61%
151,Entei,0.56%,523,0.56%,412,0.55%
152,Ampharos-Mega,0.55%,515,0.55%,419,0.56%
153,Heracross,0.54%,506,0.54%,367,0.49%
154,Doublade,0.53%,501,0.53%,387,0.52%
155,Sceptile,0.52%,492,0.52%,379,0.51%
156,Weezing,0.52%,492,0.52%,411,0.55%
157,Xatu,0.52%,491,0.52%,393,0.52%
158,Kabutops,0.52%,488,0.52%,353,0.47%
159,Slurpuff,0.52%,485,0.52%,325,0.43%
160,Dusknoir,0.50%,471,0.50%,374,0.50%
161,Sharpedo-Mega,0.50%,469,0.50%,326,0.43%
162,Rotom-Heat,0.50%,468,0.50%,400,0.53%
163,Hitmontop,0.49%,460,0.49%,388,0.52%
164,Torterra,0.48%,455,0.48%,379,0.51%
165,Spiritomb,0.48%,451,0.48%,365,0.49%
166,Zygarde,0.48%,447,0.48%,337,0.45%
167,Hariyama,0.47%,442,0.47%,356,0.47%
168,Sableye,0.46%,431,0.46%,357,0.48%
169,Zoroark,0.46%,430,0.46%,170,0.23%
170,Torkoal,0.44%,415,0.44%,348,0.46%
171,Cacturne,0.42%,395,0.42%,298,0.40%
172,Omastar,0.38%,356,0.38%,270,0.36%
173,Sharpedo,0.37%,350,0.37%,267,0.36%
174,Pikachu,0.37%,350,0.37%,285,0.38%
175,Toxicroak,0.37%,348,0.37%,270,0.36%
176,Shedinja,0.37%,347,0.37%,207,0.28%
177,Aerodactyl-Mega,0.37%,345,0.37%,277,0.37%
178,Froslass,0.36%,341,0.36%,318,0.42%
179,Honchkrow,0.36%,336,0.36%,267,0.36%
180,Aron,0.36%,336,0.36%,226,0.30%
181,Hitmonlee,0.36%,334,0.36%,248,0.33%
182,Cobalion,0.35%,332,0.35%,300,0.40%
183,Porygon-Z,0.35%,330,0.35%,257,0.34%
184,Ludicolo,0.35%,329,0.35%,237,0.32%
185,Dusclops,0.35%,327,0.35%,280,0.37%
186,Eelektross,0.35%,327,0.35%,265,0.35%
187,Charizard,0.35%,325,0.35%,249,0.33%
188,Clawitzer,0.34%,323,0.34%,268,0.36%
189,Rotom-Mow,0.34%,319,0.34%,273,0.36%
190,Typhlosion,0.34%,317,0.34%,255,0.34%
191,Celebi,0.34%,315,0.34%,254,0.34%
192,Slowking,0.33%,313,0.33%,251,0.33%
193,Yanmega,0.33%,311,0.33%,252,0.34%
194,Rhyperior,0.33%,307,0.33%,247,0.33%
195,Cinccino,0.32%,305,0.32%,195,0.26%
196,Mantine,0.32%,304,0.32%,245,0.33%
197,Golem,0.31%,296,0.32%,268,0.36%
198,Magneton,0.31%,294,0.31%,211,0.28%
199,Delphox,0.30%,280,0.30%,227,0.30%
200,Blastoise,0.30%,279,0.30%,222,0.30%
201,Cradily,0.29%,269,0.29%,232,0.31%
202,Banette-Mega,0.28%,266,0.28%,223,0.30%
203,Uxie,0.28%,266,0.28%,242,0.32%
204,Drapion,0.28%,265,0.28%,220,0.29%
205,Trevenant,0.27%,258,0.27%,192,0.26%
206,Swoobat,0.27%,257,0.27%,136,0.18%
207,Muk,0.27%,255,0.27%,219,0.29%
208,Lumineon,0.27%,253,0.27%,120,0.16%
209,Houndoom,0.26%,249,0.27%,197,0.26%
210,Flygon,0.26%,248,0.26%,202,0.27%
211,Ambipom,0.26%,248,0.26%,195,0.26%
212,Pangoro,0.26%,243,0.26%,203,0.27%
213,Steelix,0.26%,240,0.26%,216,0.29%
214,Rotom-Fan,0.25%,239,0.25%,163,0.22%
215,Scrafty,0.25%,237,0.25%,173,0.23%
216,Lapras,0.25%,234,0.25%,183,0.24%
217,Raichu,0.24%,228,0.24%,171,0.23%
218,Diancie,0.24%,227,0.24%,200,0.27%
219,Lanturn,0.24%,222,0.24%,192,0.26%
220,Swellow,0.24%,221,0.24%,185,0.25%
221,Leafeon,0.22%,207,0.22%,157,0.21%
222,Meowstic,0.22%,203,0.22%,152,0.20%
223,Smeargle,0.21%,199,0.21%,196,0.26%
224,Slaking,0.21%,198,0.21%,162,0.22%
225,Mismagius,0.21%,196,0.21%,155,0.21%
226,Masquerain,0.21%,193,0.21%,155,0.21%
227,Exploud,0.20%,192,0.20%,147,0.20%
228,Rotom,0.20%,191,0.20%,162,0.22%
229,Miltank,0.20%,188,0.20%,132,0.18%
230,Archeops,0.19%,182,0.19%,138,0.18%
231,Moltres,0.19%,180,0.19%,142,0.19%
232,Steelix-Mega,0.19%,177,0.19%,156,0.21%
233,Bouffalant,0.19%,177,0.19%,105,0.14%
234,Luxray,0.19%,175,0.19%,148,0.20%
235,Meloetta,0.18%,171,0.18%,145,0.19%
236,Drifblim,0.18%,169,0.18%,130,0.17%
237,Glalie-Mega,0.17%,163,0.17%,142,0.19%
238,Abomasnow-Mega,0.17%,162,0.17%,135,0.18%
239,Electrode,0.17%,159,0.17%,130,0.17%
240,Vivillon,0.17%,158,0.17%,124,0.17%
241,Gallade,0.17%,156,0.17%,118,0.16%
242,Aurorus,0.16%,155,0.17%,126,0.17%
243,Stoutland,0.16%,152,0.16%,115,0.15%
244,Flareon,0.16%,151,0.16%,113,0.15%
245,Samurott,0.16%,147,0.16%,108,0.14%
246,Zebstrika,0.16%,146,0.16%,115,0.15%
247,Scyther,0.16%,146,0.16%,131,0.17%
248,Lickilicky,0.15%,144,0.15%,120,0.16%
249,Rotom-Frost,0.15%,140,0.15%,118,0.16%
250,Golurk,0.15%,138,0.15%,114,0.15%
251,Medicham,0.15%,137,0.15%,103,0.14%
252,Emboar,0.14%,136,0.15%,109,0.15%
253,Kecleon,0.14%,134,0.14%,111,0.15%
254,Nidoqueen,0.14%,134,0.14%,110,0.15%
255,Rhydon,0.14%,132,0.14%,117,0.16%
256,Dugtrio,0.14%,130,0.14%,110,0.15%
257,Ariados,0.14%,130,0.14%,115,0.15%
258,Vileplume,0.14%,128,0.14%,95,0.13%
259,Camerupt-Mega,0.13%,126,0.13%,103,0.14%
260,Armaldo,0.13%,125,0.13%,99,0.13%
261,Rampardos,0.13%,123,0.13%,86,0.12%
262,Ninjask,0.13%,123,0.13%,105,0.14%
263,Exeggutor,0.13%,122,0.13%,88,0.12%
264,Sigilyph,0.13%,121,0.13%,93,0.12%
265,Qwilfish,0.13%,121,0.13%,98,0.13%
266,Druddigon,0.13%,118,0.13%,104,0.14%
267,Combusken,0.12%,116,0.12%,85,0.11%
268,Probopass,0.12%,112,0.12%,84,0.11%
269,Tropius,0.12%,111,0.12%,92,0.12%
270,Regice,0.12%,109,0.12%,80,0.11%
271,Tauros,0.11%,107,0.11%,68,0.09%
272,Ursaring,0.11%,107,0.11%,84,0.11%
273,Shiftry,0.11%,104,0.11%,71,0.10%
274,Gourgeist-Super,0.11%,104,0.11%,85,0.11%
275,Glaceon,0.11%,104,0.11%,78,0.10%
276,Abomasnow,0.11%,103,0.11%,85,0.11%
277,Unfezant,0.11%,103,0.11%,86,0.12%
278,Cryogonal,0.11%,101,0.11%,89,0.12%
279,Pyroar,0.11%,101,0.11%,66,0.09%
280,Marowak,0.11%,100,0.11%,81,0.11%
281,Plusle,0.10%,97,0.10%,58,0.08%
282,Pichu,0.10%,96,0.10%,74,0.10%
283,Liepard,0.10%,95,0.10%,84,0.11%
284,Accelgor,0.10%,95,0.10%,70,0.09%
285,Bastiodon,0.10%,95,0.10%,72,0.10%
286,Escavalier,0.10%,93,0.10%,68,0.09%
287,Tornadus,0.10%,93,0.10%,84,0.11%
288,Gothitelle,0.10%,91,0.10%,73,0.10%
289,Audino-Mega,0.09%,87,0.09%,70,0.09%
290,Clefairy,0.09%,86,0.09%,71,0.10%
291,Golduck,0.09%,86,0.09%,78,0.10%
292,Braviary,0.09%,83,0.09%,64,0.09%
293,Togetic,0.09%,82,0.09%,71,0.10%
294,Magmortar,0.09%,80,0.09%,53,0.07%
295,Swanna,0.08%,78,0.08%,66,0.09%
296,Gorebyss,0.08%,78,0.08%,46,0.06%
297,Dedenne,0.08%,77,0.08%,60,0.08%
298,Tangela,0.08%,76,0.08%,57,0.08%
299,Walrein,0.08%,76,0.08%,65,0.09%
300,Carbink,0.08%,75,0.08%,52,0.07%
301,Articuno,0.08%,75,0.08%,61,0.08%
302,Gigalith,0.08%,75,0.08%,59,0.08%
303,Jumpluff,0.08%,74,0.08%,57,0.08%
304,Pelipper,0.08%,73,0.08%,68,0.09%
305,Jynx,0.08%,71,0.08%,54,0.07%
306,Absol,0.08%,71,0.08%,51,0.07%
307,Furfrou,0.07%,70,0.07%,46,0.06%
308,Manectric,0.07%,69,0.07%,47,0.06%
309,Luvdisc,0.07%,67,0.07%,55,0.07%
310,Linoone,0.07%,66,0.07%,53,0.07%
311,Avalugg,0.07%,65,0.07%,52,0.07%
312,Gourgeist,0.07%,64,0.07%,50,0.07%
313,Victreebel,0.07%,63,0.07%,45,0.06%
314,Poliwrath,0.07%,63,0.07%,43,0.06%
315,Chimecho,0.07%,62,0.07%,43,0.06%
316,Girafarig,0.06%,61,0.07%,51,0.07%
317,Zangoose,0.06%,59,0.06%,48,0.06%
318,Emolga,0.06%,59,0.06%,56,0.08%
319,Pancham,0.06%,59,0.06%,51,0.07%
320,Vespiquen,0.06%,58,0.06%,48,0.06%
321,Simisear,0.06%,57,0.06%,33,0.04%
322,Barbaracle,0.06%,57,0.06%,46,0.06%
323,Delcatty,0.06%,57,0.06%,39,0.05%
324,Pidgeot,0.06%,56,0.06%,39,0.05%
325,Ampharos,0.06%,55,0.06%,47,0.06%
326,Venomoth,0.06%,54,0.06%,44,0.06%
327,Rapidash,0.06%,54,0.06%,42,0.06%
328,Hitmonchan,0.06%,53,0.06%,44,0.06%
329,Mr. Mime,0.05%,51,0.05%,43,0.06%
330,Sandslash,0.05%,51,0.05%,41,0.06%
331,Meganium,0.05%,51,0.05%,49,0.07%
332,Murkrow,0.05%,51,0.05%,38,0.05%
333,Leavanny,0.05%,49,0.05%,45,0.06%
334,Floatzel,0.05%,49,0.05%,37,0.05%
335,Mawile,0.05%,49,0.05%,43,0.06%
336,Butterfree,0.05%,49,0.05%,40,0.05%
337,Pineco,0.05%,48,0.05%,46,0.06%
338,Magcargo,0.05%,47,0.05%,39,0.05%
339,Carracosta,0.05%,47,0.05%,43,0.06%
340,Aromatisse,0.05%,47,0.05%,42,0.06%
341,Durant,0.05%,46,0.05%,37,0.05%
342,Altaria,0.05%,45,0.05%,35,0.05%
343,Glalie,0.05%,45,0.05%,41,0.06%
344,Gourgeist-Large,0.05%,45,0.05%,28,0.04%
345,Lilligant,0.05%,43,0.05%,40,0.05%
346,Magnemite,0.05%,43,0.05%,28,0.04%
347,Rattata,0.04%,42,0.05%,35,0.05%
348,Simisage,0.04%,42,0.05%,33,0.04%
349,Piloswine,0.04%,42,0.05%,32,0.04%
350,Chatot,0.04%,42,0.05%,35,0.05%
351,Granbull,0.04%,40,0.04%,32,0.04%
352,Relicanth,0.04%,40,0.04%,28,0.04%
353,Regigigas,0.04%,40,0.04%,30,0.04%
354,Gogoat,0.04%,39,0.04%,29,0.04%
355,Regirock,0.04%,39,0.04%,35,0.05%
356,Persian,0.04%,38,0.04%,30,0.04%
357,Fletchling,0.04%,38,0.04%,37,0.05%
358,Cottonee,0.04%,36,0.04%,30,0.04%
359,Taillow,0.04%,36,0.04%,23,0.03%
360,Nosepass,0.04%,35,0.04%,26,0.04%
361,Wobbuffet,0.04%,34,0.04%,26,0.04%
362,Golbat,0.04%,34,0.04%,23,0.03%
363,Virizion,0.04%,34,0.04%,25,0.03%
364,Sawk,0.04%,33,0.04%,20,0.03%
365,Electabuzz,0.04%,33,0.04%,29,0.04%
366,Musharna,0.03%,32,0.03%,29,0.04%
367,Camerupt,0.03%,32,0.03%,27,0.04%
368,Purugly,0.03%,32,0.03%,28,0.04%
369,Wartortle,0.03%,32,0.03%,26,0.04%
370,Wigglytuff,0.03%,31,0.03%,28,0.04%
371,Sawsbuck,0.03%,31,0.03%,24,0.03%
372,Bellossom,0.03%,29,0.03%,23,0.03%
373,Parasect,0.03%,29,0.03%,23,0.03%
374,Noctowl,0.03%,28,0.03%,19,0.03%
375,Raticate,0.03%,28,0.03%,23,0.03%
376,Primeape,0.03%,27,0.03%,23,0.03%
377,Sudowoodo,0.03%,26,0.03%,24,0.03%
378,Kingler,0.03%,26,0.03%,22,0.03%
379,Klinklang,0.03%,25,0.03%,22,0.03%
380,Ferroseed,0.03%,25,0.03%,25,0.03%
381,Furret,0.03%,25,0.03%,25,0.03%
382,Sunflora,0.03%,24,0.03%,23,0.03%
383,Hippopotas,0.03%,24,0.03%,24,0.03%
384,Wailord,0.02%,23,0.02%,21,0.03%
385,Gourgeist-Small,0.02%,23,0.02%,20,0.03%
386,Natu,0.02%,23,0.02%,10,0.01%
387,Beheeyem,0.02%,22,0.02%,13,0.02%
388,Magmar,0.02%,22,0.02%,17,0.02%
389,Pinsir,0.02%,22,0.02%,17,0.02%
390,Wormadam-Trash,0.02%,22,0.02%,19,0.03%
391,Crustle,0.02%,21,0.02%,16,0.02%
392,Corsola,0.02%,21,0.02%,19,0.03%
393,Misdreavus,0.02%,20,0.02%,12,0.02%
394,Bunnelby,0.02%,20,0.02%,18,0.02%
395,Spinda,0.02%,20,0.02%,18,0.02%
396,Kangaskhan,0.02%,20,0.02%,16,0.02%
397,Cherrim,0.02%,20,0.02%,17,0.02%
398,Lopunny,0.02%,19,0.02%,15,0.02%
399,Beedrill,0.02%,19,0.02%,17,0.02%
400,Piplup,0.02%,19,0.02%,14,0.02%
401,Froakie,0.02%,19,0.02%,19,0.03%
402,Gligar,0.02%,18,0.02%,17,0.02%
403,Seaking,0.02%,18,0.02%,14,0.02%
404,Shelgon,0.02%,18,0.02%,14,0.02%
405,Throh,0.02%,17,0.02%,16,0.02%
406,Beartic,0.02%,17,0.02%,15,0.02%
407,Arbok,0.02%,17,0.02%,10,0.01%
408,Mightyena,0.02%,17,0.02%,14,0.02%
409,Dodrio,0.02%,17,0.02%,13,0.02%
410,Castform,0.02%,16,0.02%,15,0.02%
411,Quilava,0.02%,16,0.02%,13,0.02%
412,Bayleef,0.02%,15,0.02%,13,0.02%
413,Illumise,0.02%,15,0.02%,15,0.02%
414,Grotle,0.02%,15,0.02%,15,0.02%
415,Haunter,0.02%,15,0.02%,13,0.02%
416,Shellder,0.02%,15,0.02%,14,0.02%
417,Hypno,0.02%,15,0.02%,7,0.01%
418,Swalot,0.02%,15,0.02%,12,0.02%
419,Grumpig,0.02%,15,0.02%,8,0.01%
420,Weepinbell,0.01%,14,0.02%,14,0.02%
421,Ledian,0.01%,14,0.02%,14,0.02%
422,Frogadier,0.01%,14,0.02%,12,0.02%
423,Kricketune,0.01%,14,0.02%,9,0.01%
424,Audino,0.01%,13,0.01%,9,0.01%
425,Farfetch'd,0.01%,13,0.01%,9,0.01%
426,Paras,0.01%,13,0.01%,13,0.02%
427,Omanyte,0.01%,13,0.01%,12,0.02%
428,Solrock,0.01%,13,0.01%,12,0.02%
429,Psyduck,0.01%,12,0.01%,7,0.01%
430,Whiscash,0.01%,12,0.01%,11,0.02%
431,Kadabra,0.01%,12,0.01%,11,0.02%
432,Simipour,0.01%,12,0.01%,7,0.01%
433,Staryu,0.01%,11,0.01%,3,0.00%
434,Octillery,0.01%,11,0.01%,7,0.01%
435,Cyndaquil,0.01%,11,0.01%,8,0.01%
436,Pachirisu,0.01%,11,0.01%,9,0.01%
437,Seviper,0.01%,11,0.01%,11,0.02%
438,Volbeat,0.01%,10,0.01%,10,0.01%
439,Kakuna,0.01%,10,0.01%,10,0.01%
440,Maractus,0.01%,10,0.01%,5,0.01%
441,Beautifly,0.01%,9,0.01%,8,0.01%
442,Onix,0.01%,9,0.01%,9,0.01%
443,Stunfisk,0.01%,9,0.01%,9,0.01%
444,Roselia,0.01%,9,0.01%,8,0.01%
445,Foongus,0.01%,9,0.01%,7,0.01%
446,Metapod,0.01%,9,0.01%,9,0.01%
447,Eevee,0.01%,8,0.01%,4,0.01%
448,Garbodor,0.01%,8,0.01%,8,0.01%
449,Lunatone,0.01%,8,0.01%,5,0.01%
450,Mesprit,0.01%,8,0.01%,8,0.01%
451,Monferno,0.01%,8,0.01%,5,0.01%
452,Pignite,0.01%,8,0.01%,5,0.01%
453,Dragonair,0.01%,8,0.01%,7,0.01%
454,Carvanha,0.01%,8,0.01%,5,0.01%
455,Braixen,0.01%,8,0.01%,8,0.01%
456,Zigzagoon,0.01%,8,0.01%,8,0.01%
457,Bibarel,0.01%,8,0.01%,5,0.01%
458,Minun,0.01%,7,0.01%,5,0.01%
459,Watchog,0.01%,7,0.01%,6,0.01%
460,Pidgey,0.01%,7,0.01%,6,0.01%
461,Lairon,0.01%,7,0.01%,7,0.01%
462,Dustox,0.01%,7,0.01%,7,0.01%
463,Vanilluxe,0.01%,6,0.01%,5,0.01%
464,Munchlax,0.01%,6,0.01%,5,0.01%
465,Mothim,0.01%,6,0.01%,5,0.01%
466,Scatterbug,0.01%,6,0.01%,6,0.01%
467,Dewgong,0.01%,6,0.01%,5,0.01%
468,Banette,0.01%,6,0.01%,5,0.01%
469,Dunsparce,0.01%,6,0.01%,4,0.01%
470,Chespin,0.01%,6,0.01%,6,0.01%
471,Sneasel,0.01%,5,0.01%,4,0.01%
472,Buneary,0.01%,5,0.01%,5,0.01%
473,Purrloin,0.01%,5,0.01%,4,0.01%
474,Vullaby,0.01%,5,0.01%,4,0.01%
475,Unown,0.01%,5,0.01%,5,0.01%
476,Pansear,0.01%,5,0.01%,5,0.01%
477,Ivysaur,0.00%,4,0.00%,2,0.00%
478,Litleo,0.00%,4,0.00%,3,0.00%
479,Phanpy,0.00%,4,0.00%,3,0.00%
480,Trapinch,0.00%,4,0.00%,3,0.00%
481,Gurdurr,0.00%,4,0.00%,3,0.00%
482,Houndour,0.00%,4,0.00%,4,0.01%
483,Bulbasaur,0.00%,4,0.00%,3,0.00%
484,Oshawott,0.00%,4,0.00%,4,0.01%
485,Spritzee,0.00%,4,0.00%,4,0.01%
486,Lileep,0.00%,4,0.00%,3,0.00%
487,Fennekin,0.00%,4,0.00%,2,0.00%
488,Bidoof,0.00%,4,0.00%,4,0.01%
489,Machoke,0.00%,4,0.00%,4,0.01%
490,Graveler,0.00%,4,0.00%,4,0.01%
491,Gastly,0.00%,4,0.00%,2,0.00%
492,Weedle,0.00%,3,0.00%,2,0.00%
493,Squirtle,0.00%,3,0.00%,2,0.00%
494,Frillish,0.00%,3,0.00%,3,0.00%
495,Goldeen,0.00%,3,0.00%,3,0.00%
496,Riolu,0.00%,3,0.00%,3,0.00%
497,Buizel,0.00%,3,0.00%,2,0.00%
498,Sandshrew,0.00%,3,0.00%,3,0.00%
499,Voltorb,0.00%,3,0.00%,3,0.00%
500,Ekans,0.00%,3,0.00%,3,0.00%
501,Chikorita,0.00%,3,0.00%,2,0.00%
502,Fearow,0.00%,3,0.00%,1,0.00%
503,Duskull,0.00%,3,0.00%,3,0.00%
504,Duosion,0.00%,2,0.00%,2,0.00%
505,Lickitung,0.00%,2,0.00%,2,0.00%
