Rank,Pokemon,Usage %,Raw,%,Real,%
196,Azelf,0.32%,7079,0.32%,6105,0.35%
197,Regidrago,0.32%,7077,0.32%,5331,0.30%
198,Tsareena,0.32%,6977,0.32%,5323,0.30%
199,Raichu-Alola,0.31%,6795,0.31%,5291,0.30%
200,Pikachu,0.31%,6783,0.31%,4988,0.28%
201,Vikavolt,0.30%,6725,0.31%,5732,0.33%
202,Rotom-Heat,0.30%,6652,0.30%,5502,0.31%
203,Bellibolt,0.30%,6601,0.30%,5276,0.30%
204,Enamorus-Therian,0.30%,6589,0.30%,5098,0.29%
205,Diancie,0.30%,6550,0.30%,5059,0.29%
206,Braviary-Hisui,0.29%,6435,0.29%,4983,0.28%
207,Zarude,0.29%,6391,0.29%,5130,0.29%
208,Arboliva,0.29%,6315,0.29%,4744,0.27%
209,Eelektross,0.29%,6312,0.29%,4998,0.28%
210,Slowbro-Galar,0.28%,6238,0.28%,4689,0.27%
211,Electrode-Hisui,0.28%,6203,0.28%,5213,0.30%
212,Lapras,0.27%,6065,0.28%,4663,0.27%
213,Revavroom,0.27%,6038,0.27%,4486,0.26%
214,Toxicroak,0.27%,6032,0.27%,4566,0.26%
215,Rhyperior,0.27%,5957,0.27%,4636,0.26%
216,Mienshao,0.27%,5951,0.27%,4760,0.27%
217,Lycanroc-Dusk,0.26%,5673,0.26%,4195,0.24%
218,Leafeon,0.26%,5635,0.26%,4267,0.24%
219,Scyther,0.25%,5572,0.25%,4062,0.23%
220,Froslass,0.25%,5502,0.25%,4651,0.27%
221,Scrafty,0.25%,5471,0.25%,4357,0.25%
222,Poliwrath,0.24%,5334,0.24%,3941,0.22%
223,Iron Leaves,0.24%,5324,0.24%,3816,0.22%
224,Brambleghast,0.24%,5261,0.24%,4055,0.23%
225,Raikou,0.24%,5254,0.24%,4011,0.23%
226,Minior,0.24%,5238,0.24%,3870,0.22%
227,Decidueye-Hisui,0.24%,5224,0.24%,4076,0.23%
228,Electivire,0.24%,5202,0.24%,3840,0.22%
229,Malamar,0.23%,5187,0.24%,3766,0.21%
230,Scovillain,0.23%,5160,0.23%,3711,0.21%
231,Heracross,0.23%,5107,0.23%,3623,0.21%
232,Basculegion-F,0.23%,5093,0.23%,3975,0.23%
233,Flygon,0.23%,5082,0.23%,3920,0.22%
234,Avalugg-Hisui,0.23%,4985,0.23%,3927,0.22%
235,Sandslash-Alola,0.23%,4984,0.23%,3797,0.22%
236,Trevenant,0.22%,4845,0.22%,3769,0.21%
237,Floatzel,0.22%,4748,0.22%,3574,0.20%
238,Dusclops,0.21%,4725,0.21%,3803,0.22%
239,Hitmontop,0.21%,4687,0.21%,3750,0.21%
240,Decidueye,0.21%,4664,0.21%,3545,0.20%
241,Cryogonal,0.21%,4640,0.21%,3313,0.19%
242,Leavanny,0.20%,4519,0.21%,3680,0.21%
243,Wo-Chien,0.20%,4474,0.20%,3498,0.20%
244,Articuno-Galar,0.20%,4431,0.20%,2853,0.16%
245,Glastrier,0.20%,4371,0.20%,3400,0.19%
246,Delphox,0.19%,4276,0.19%,3266,0.19%
247,Dudunsparce,0.19%,4273,0.19%,3561,0.20%
248,Spiritomb,0.19%,4243,0.19%,3196,0.18%
249,Registeel,0.19%,4231,0.19%,3259,0.19%
250,Avalugg,0.19%,4176,0.19%,3156,0.18%
251,Meloetta,0.19%,4099,0.19%,3148,0.18%
252,Dragalge,0.18%,4020,0.18%,3142,0.18%
253,Flamigo,0.18%,3982,0.18%,3067,0.17%
254,Iron Thorns,0.18%,3912,0.18%,2799,0.16%
255,Houndstone,0.18%,3896,0.18%,3046,0.17%
256,Farigiraf,0.18%,3880,0.18%,2958,0.17%
257,Cobalion,0.17%,3752,0.17%,3136,0.18%
258,Rampardos,0.17%,3752,0.17%,2587,0.15%
259,Toedscruel,0.17%,3739,0.17%,3043,0.17%
260,Alcremie,0.17%,3723,0.17%,2635,0.15%
261,Zoroark,0.17%,3707,0.17%,1529,0.09%
262,Honchkrow,0.17%,3686,0.17%,2779,0.16%
263,Orthworm,0.17%,3669,0.17%,2968,0.17%
264,Rabsca,0.16%,3557,0.16%,2441,0.14%
265,Florges,0.16%,3535,0.16%,2706,0.15%
266,Exeggutor,0.16%,3521,0.16%,2527,0.14%
267,Abomasnow,0.16%,3510,0.16%,2965,0.17%
268,Munkidori,0.16%,3464,0.16%,2882,0.16%
269,Masquerain,0.16%,3437,0.16%,3054,0.17%
270,Typhlosion,0.16%,3431,0.16%,2520,0.14%
271,Weezing,0.15%,3298,0.15%,2658,0.15%
272,Raichu,0.15%,3296,0.15%,2387,0.14%
273,Zangoose,0.15%,3291,0.15%,2343,0.13%
274,Mudsdale,0.14%,3201,0.15%,2616,0.15%
275,Drednaw,0.14%,3198,0.15%,2347,0.13%
276,Regice,0.14%,3198,0.15%,2366,0.14%
277,Slaking,0.14%,3178,0.14%,2382,0.14%
278,Duraludon,0.14%,3096,0.14%,2549,0.15%
279,Altaria,0.14%,3078,0.14%,2279,0.13%
280,Glaceon,0.14%,3056,0.14%,2333,0.13%
281,Golurk,0.14%,3032,0.14%,2414,0.14%
282,Houndoom,0.14%,3024,0.14%,2327,0.13%
283,Emboar,0.13%,2976,0.14%,2286,0.13%
284,Coalossal,0.13%,2972,0.14%,2361,0.13%
285,Lanturn,0.13%,2972,0.14%,2318,0.13%
286,Komala,0.13%,2937,0.13%,2181,0.12%
287,Indeedee-F,0.13%,2934,0.13%,2423,0.14%
288,Tatsugiri,0.13%,2906,0.13%,2154,0.12%
289,Tauros-Paldea-Aqua,0.13%,2867,0.13%,2230,0.13%
290,Luxray,0.13%,2858,0.13%,2153,0.12%
291,Primeape,0.13%,2803,0.13%,2203,0.13%
292,Mismagius,0.13%,2802,0.13%,2066,0.12%
293,Bastiodon,0.13%,2781,0.13%,2277,0.13%
294,Morpeko,0.12%,2717,0.12%,2077,0.12%
295,Oricorio-Pom-Pom,0.12%,2676,0.12%,2023,0.12%
296,Medicham,0.12%,2673,0.12%,1937,0.11%
297,Golem-Alola,0.12%,2668,0.12%,2194,0.13%
298,Toucannon,0.12%,2653,0.12%,2187,0.12%
299,Cramorant,0.12%,2626,0.12%,2210,0.13%
300,Virizion,0.12%,2599,0.12%,1488,0.09%
301,Shiftry,0.12%,2578,0.12%,2073,0.12%
302,Rotom-Mow,0.12%,2575,0.12%,2180,0.12%
303,Dusknoir,0.12%,2570,0.12%,1993,0.11%
304,Clawitzer,0.12%,2564,0.12%,1920,0.11%
305,Hitmonchan,0.12%,2550,0.12%,1920,0.11%
306,Klawf,0.12%,2541,0.12%,2039,0.12%
307,Flareon,0.11%,2535,0.12%,1939,0.11%
308,Articuno,0.11%,2511,0.11%,1967,0.11%
309,Lurantis,0.11%,2502,0.11%,1892,0.11%
310,Palossand,0.11%,2497,0.11%,1958,0.11%
311,Ampharos,0.11%,2460,0.11%,1908,0.11%
312,Tauros-Paldea-Blaze,0.11%,2458,0.11%,1889,0.11%
313,Eiscue,0.11%,2408,0.11%,1724,0.10%
314,Dachsbun,0.11%,2362,0.11%,1790,0.10%
315,Tornadus,0.11%,2323,0.11%,1839,0.11%
316,Braviary,0.10%,2303,0.10%,1688,0.10%
317,Rhydon,0.10%,2291,0.10%,1756,0.10%
318,Tropius,0.10%,2289,0.10%,1624,0.09%
319,Magmortar,0.10%,2281,0.10%,1658,0.09%
320,Arbok,0.10%,2269,0.10%,1784,0.10%
321,Exeggutor-Alola,0.10%,2227,0.10%,1498,0.09%
322,Regirock,0.10%,2194,0.10%,1667,0.10%
323,Golem,0.10%,2189,0.10%,1899,0.11%
324,Meganium,0.10%,2170,0.10%,1649,0.09%
325,Hariyama,0.10%,2161,0.10%,1694,0.10%
326,Spidops,0.10%,2150,0.10%,1945,0.11%
327,Veluza,0.10%,2130,0.10%,1707,0.10%
328,Sandaconda,0.09%,2001,0.09%,1667,0.10%
329,Persian-Alola,0.09%,1944,0.09%,1561,0.09%
330,Furret,0.09%,1897,0.09%,1366,0.08%
331,Copperajah,0.08%,1806,0.08%,1308,0.07%
332,Golduck,0.08%,1791,0.08%,1382,0.08%
333,Wigglytuff,0.08%,1758,0.08%,1262,0.07%
334,Meowstic,0.08%,1751,0.08%,1261,0.07%
335,Ariados,0.08%,1745,0.08%,1460,0.08%
336,Regigigas,0.08%,1727,0.08%,1243,0.07%
337,Lycanroc,0.08%,1715,0.08%,1342,0.08%
338,Uxie,0.08%,1710,0.08%,1471,0.08%
339,Oricorio-Sensu,0.08%,1688,0.08%,1192,0.07%
340,Venomoth,0.08%,1686,0.08%,1279,0.07%
341,Lilligant,0.08%,1675,0.08%,1203,0.07%
342,Crabominable,0.08%,1667,0.08%,1315,0.08%
343,Muk,0.07%,1648,0.08%,1385,0.08%
344,Murkrow,0.07%,1575,0.07%,1210,0.07%
345,Dugtrio,0.07%,1565,0.07%,1308,0.07%
346,Bruxish,0.07%,1558,0.07%,1173,0.07%
347,Tauros,0.07%,1550,0.07%,1053,0.06%
348,Rotom-Frost,0.07%,1541,0.07%,1188,0.07%
349,Appletun,0.07%,1537,0.07%,1117,0.06%
350,Magneton,0.07%,1525,0.07%,1176,0.07%
351,Cacturne,0.07%,1456,0.07%,1171,0.07%
352,Brute Bonnet,0.07%,1454,0.07%,1114,0.06%
353,Ursaring,0.07%,1451,0.07%,1097,0.06%
354,Sandslash,0.06%,1425,0.07%,1166,0.07%
355,Chimecho,0.06%,1377,0.06%,1042,0.06%
356,Terrakion,0.06%,1374,0.06%,994,0.06%
357,Bellossom,0.06%,1366,0.06%,1017,0.06%
358,Haunter,0.06%,1349,0.06%,1067,0.06%
359,Pyroar,0.06%,1348,0.06%,930,0.05%
360,Jumpluff,0.06%,1329,0.06%,1076,0.06%
361,Lycanroc-Midnight,0.06%,1317,0.06%,987,0.06%
362,Falinks,0.06%,1317,0.06%,1027,0.06%
363,Probopass,0.06%,1314,0.06%,1036,0.06%
364,Dedenne,0.06%,1279,0.06%,1013,0.06%
365,Victreebel,0.06%,1239,0.06%,931,0.05%
366,Banette,0.06%,1231,0.06%,974,0.06%
367,Volbeat,0.06%,1225,0.06%,952,0.05%
368,Dodrio,0.05%,1214,0.06%,846,0.05%
369,Sudowoodo,0.05%,1207,0.06%,1014,0.06%
370,Persian,0.05%,1188,0.05%,886,0.05%
371,Mesprit,0.05%,1161,0.05%,927,0.05%
372,Hoopa,0.05%,1147,0.05%,848,0.05%
373,Zebstrika,0.05%,1145,0.05%,831,0.05%
374,Mabosstiff,0.05%,1127,0.05%,855,0.05%
375,Shaymin,0.05%,1124,0.05%,880,0.05%
376,Squawkabilly,0.05%,1098,0.05%,894,0.05%
377,Wyrdeer,0.05%,1078,0.05%,719,0.04%
378,Carbink,0.05%,1058,0.05%,859,0.05%
379,Electrode,0.05%,1036,0.05%,860,0.05%
380,Qwilfish-Hisui,0.05%,1011,0.05%,809,0.05%
381,Flapple,0.05%,1000,0.05%,737,0.04%
382,Bombirdier,0.05%,1000,0.05%,821,0.05%
383,Sawsbuck,0.05%,997,0.05%,706,0.04%
384,Riolu,0.04%,937,0.04%,529,0.03%
385,Mightyena,0.04%,909,0.04%,678,0.04%
386,Perrserker,0.04%,899,0.04%,733,0.04%
387,Magcargo,0.04%,899,0.04%,678,0.04%
388,Granbull,0.04%,894,0.04%,731,0.04%
389,Illumise,0.04%,892,0.04%,710,0.04%
390,Whiscash,0.04%,888,0.04%,687,0.04%
391,Luvdisc,0.04%,884,0.04%,591,0.03%
392,Vespiquen,0.04%,882,0.04%,662,0.04%
393,Skuntank,0.04%,858,0.04%,724,0.04%
394,Vivillon,0.04%,849,0.04%,609,0.04%
395,Dipplin,0.04%,841,0.04%,648,0.04%
396,Seviper,0.04%,833,0.04%,661,0.04%
397,Dugtrio-Alola,0.04%,814,0.04%,663,0.04%
398,Swalot,0.04%,802,0.04%,626,0.04%
399,Wugtrio,0.04%,798,0.04%,601,0.03%
400,Gogoat,0.04%,796,0.04%,606,0.03%
401,Oricorio,0.04%,796,0.04%,605,0.03%
402,Passimian,0.04%,788,0.04%,529,0.03%
403,Greedent,0.04%,777,0.04%,577,0.03%
404,Camerupt,0.03%,770,0.04%,570,0.03%
405,Dewgong,0.03%,748,0.03%,610,0.04%
406,Noctowl,0.03%,727,0.03%,562,0.03%
407,Gumshoos,0.03%,719,0.03%,520,0.03%
408,Grumpig,0.03%,714,0.03%,597,0.03%
409,Qwilfish,0.03%,683,0.03%,551,0.03%
410,Gothitelle,0.03%,681,0.03%,508,0.03%
411,Samurott,0.03%,660,0.03%,550,0.03%
412,Kricketune,0.03%,577,0.03%,456,0.03%
413,Hypno,0.02%,545,0.03%,432,0.03%
414,Pachirisu,0.02%,543,0.03%,417,0.02%
415,Piloswine,0.02%,515,0.02%,438,0.03%
416,Phanpy,0.02%,495,0.02%,299,0.02%
417,Basculin,0.02%,480,0.02%,351,0.02%
418,Dunsparce,0.02%,479,0.02%,373,0.02%
419,Cottonee,0.02%,478,0.02%,371,0.02%
420,Swanna,0.02%,475,0.02%,369,0.02%
421,Sneasel-Hisui,0.02%,462,0.02%,382,0.02%
422,Rotom,0.02%,460,0.02%,369,0.02%
423,Crocalor,0.02%,454,0.02%,366,0.02%
424,Delibird,0.02%,446,0.02%,378,0.02%
425,Dragonair,0.02%,442,0.02%,357,0.02%
426,Plusle,0.02%,434,0.02%,345,0.02%
427,Rotom-Fan,0.02%,433,0.02%,351,0.02%
428,Nosepass,0.02%,429,0.02%,340,0.02%
429,Sunflora,0.02%,416,0.02%,311,0.02%
430,Magmar,0.02%,390,0.02%,292,0.02%
431,Glalie,0.02%,386,0.02%,319,0.02%
432,Girafarig,0.02%,385,0.02%,298,0.02%
433,Charjabug,0.02%,384,0.02%,351,0.02%
434,Naclstack,0.02%,381,0.02%,330,0.02%
435,Misdreavus,0.02%,378,0.02%,303,0.02%
436,Electabuzz,0.02%,373,0.02%,280,0.02%
437,Minun,0.02%,363,0.02%,274,0.02%
438,Gligar,0.02%,363,0.02%,300,0.02%
439,Hattrem,0.02%,350,0.02%,267,0.02%
440,Sliggoo-Hisui,0.02%,335,0.02%,213,0.01%
441,Vigoroth,0.01%,303,0.01%,213,0.01%
442,Gurdurr,0.01%,289,0.01%,234,0.01%
443,Eevee,0.01%,287,0.01%,205,0.01%
444,Clefairy,0.01%,267,0.01%,207,0.01%
445,Oranguru,0.01%,265,0.01%,217,0.01%
446,Oinkologne,0.01%,259,0.01%,184,0.01%
447,Wooper,0.01%,255,0.01%,209,0.01%
448,Psyduck,0.01%,253,0.01%,158,0.01%
449,Swadloon,0.01%,252,0.01%,190,0.01%
450,Pineco,0.01%,251,0.01%,195,0.01%
451,Bulbasaur,0.01%,231,0.01%,179,0.01%
452,Tauros-Paldea-Combat,0.01%,223,0.01%,137,0.01%
453,Shroodle,0.01%,208,0.01%,133,0.01%
454,Bayleef,0.01%,194,0.01%,169,0.01%
455,Squirtle,0.01%,193,0.01%,151,0.01%
456,Seadra,0.01%,184,0.01%,164,0.01%
457,Trapinch,0.01%,182,0.01%,147,0.01%
458,Oricorio-Pa'u,0.01%,175,0.01%,124,0.01%
459,Wartortle,0.01%,171,0.01%,128,0.01%
460,Pignite,0.01%,169,0.01%,143,0.01%
461,Munchlax,0.01%,160,0.01%,128,0.01%
462,Meowth,0.01%,159,0.01%,122,0.01%
463,Calyrex,0.01%,159,0.01%,116,0.01%
464,Starly,0.01%,156,0.01%,112,0.01%
465,Glimmet,0.01%,154,0.01%,134,0.01%
466,Scraggy,0.01%,149,0.01%,118,0.01%
467,Ekans,0.01%,146,0.01%,106,0.01%
468,Ralts,0.01%,143,0.01%,114,0.01%
469,Lumineon,0.01%,143,0.01%,112,0.01%
470,Marill,0.01%,142,0.01%,131,0.01%
471,Stonjourner,0.01%,141,0.01%,98,0.01%
472,Voltorb,0.01%,139,0.01%,124,0.01%
473,Buizel,0.01%,139,0.01%,101,0.01%
474,Totodile,0.01%,138,0.01%,100,0.01%
475,Zweilous,0.01%,129,0.01%,97,0.01%
476,Drowzee,0.01%,128,0.01%,103,0.01%
477,Aipom,0.01%,127,0.01%,104,0.01%
478,Shelgon,0.01%,124,0.01%,85,0.01%
479,Snivy,0.01%,124,0.01%,104,0.01%
480,Sneasel,0.00%,109,0.01%,92,0.01%
