Rank,Pokemon,Usage %,Raw,%,Real,%
43,Sableye-Mega,3.76%,7803,3.76%,7156,4.35%
44,Cresselia,3.57%,7420,3.57%,5721,3.47%
45,Bisharp,3.39%,7039,3.39%,4938,3.00%
46,Weavile,3.39%,7036,3.39%,5231,3.18%
47,Tyranitar-Mega,3.32%,6904,3.32%,5567,3.38%
48,Gyarados-Mega,3.31%,6872,3.31%,5247,3.19%
49,Venusaur-Mega,2.94%,6106,2.94%,4945,3.00%
50,Manaphy,2.87%,5954,2.87%,4352,2.64%
51,Azumarill,2.86%,5948,2.86%,4564,2.77%
52,Mimikyu,2.76%,5729,2.76%,4171,2.53%
53,Latias-Mega,2.72%,5648,2.72%,4302,2.61%
54,Beedrill-Mega,2.69%,5596,2.69%,4417,2.68%
55,Tangrowth,2.55%,5306,2.56%,4212,2.56%
56,Keldeo,2.52%,5231,2.52%,4125,2.51%
57,Pinsir-Mega,2.51%,5207,2.51%,3617,2.20%
58,Gyarados,2.17%,4513,2.17%,3330,2.02%
59,Zeraora,2.15%,4459,2.15%,3343,2.03%
60,Hoopa-Unbound,2.10%,4370,2.10%,3198,1.94%
61,Hippowdon,2.10%,4365,2.10%,3731,2.27%
62,Infernape,2.02%,4198,2.02%,3247,1.97%
63,Hydreigon,1.95%,4042,1.95%,3104,1.89%
64,Mew,1.93%,4009,1.93%,3457,2.10%
65,Torkoal,1.89%,3929,1.89%,3639,2.21%
66,Ditto,1.86%,3858,1.86%,2796,1.70%
67,Scizor,1.81%,3755,1.81%,2990,1.82%
68,Reuniclus,1.78%,3703,1.78%,2736,1.66%
69,Slowbro,1.68%,3497,1.68%,2750,1.67%
70,Marowak-Alola,1.67%,3466,1.67%,2764,1.68%
71,Togekiss,1.61%,3341,1.61%,2425,1.47%
72,Breloom,1.58%,3289,1.58%,2472,1.50%
73,Gengar,1.58%,3280,1.58%,2363,1.44%
74,Gastrodon,1.56%,3244,1.56%,2612,1.59%
75,Manectric-Mega,1.55%,3227,1.55%,2634,1.60%
76,Ribombee,1.55%,3210,1.55%,3013,1.83%
77,Espeon,1.53%,3173,1.53%,2327,1.41%
78,Araquanid,1.49%,3095,1.49%,2795,1.70%
79,Ninetales-Alola,1.48%,3070,1.48%,2537,1.54%
80,Thundurus-Therian,1.48%,3065,1.48%,2363,1.44%
81,Venusaur,1.47%,3063,1.48%,2457,1.49%
82,Crawdaunt,1.47%,3050,1.47%,2302,1.40%
83,Porygon-Z,1.43%,2971,1.43%,1953,1.19%
84,Snorlax,1.43%,2971,1.43%,2331,1.42%
85,Gallade-Mega,1.43%,2969,1.43%,2158,1.31%
86,Nidoking,1.39%,2884,1.39%,2205,1.34%
87,Kingdra,1.37%,2845,1.37%,2058,1.25%
88,Garchomp-Mega,1.37%,2836,1.37%,2128,1.29%
89,Volcanion,1.36%,2834,1.37%,2236,1.36%
90,Chandelure,1.36%,2831,1.36%,2211,1.34%
91,Sceptile-Mega,1.33%,2756,1.33%,2126,1.29%
92,Blissey,1.32%,2743,1.32%,2118,1.29%
93,Heracross-Mega,1.32%,2736,1.32%,1895,1.15%
94,Conkeldurr,1.27%,2628,1.27%,1973,1.20%
95,Amoonguss,1.26%,2618,1.26%,2054,1.25%
96,Shuckle,1.26%,2616,1.26%,2387,1.45%
97,Quagsire,1.25%,2595,1.25%,1900,1.15%
98,Latios,1.25%,2593,1.25%,1944,1.18%
99,Galvantula,1.23%,2555,1.23%,2307,1.40%
100,Seismitoad,1.22%,2540,1.22%,2235,1.36%
101,Xurkitree,1.20%,2497,1.20%,1893,1.15%
102,Mamoswine,1.20%,2492,1.20%,2077,1.26%
103,Cloyster,1.20%,2490,1.20%,1852,1.13%
104,Crobat,1.15%,2386,1.15%,1872,1.14%
105,Muk-Alola,1.15%,2383,1.15%,1856,1.13%
106,Metagross,1.15%,2380,1.15%,1958,1.19%
107,Buzzwole,1.15%,2379,1.15%,1663,1.01%
108,Forretress,1.12%,2325,1.12%,2052,1.25%
109,Umbreon,1.12%,2319,1.12%,1789,1.09%
110,Salamence,1.10%,2275,1.10%,1757,1.07%
111,Staraptor,1.09%,2268,1.09%,1794,1.09%
112,Latios-Mega,1.08%,2235,1.08%,1715,1.04%
113,Altaria-Mega,1.05%,2178,1.05%,1645,1.00%
114,Starmie,1.04%,2165,1.04%,1626,0.99%
115,Gardevoir-Mega,1.03%,2149,1.04%,1578,0.96%
116,Lucario,1.01%,2097,1.01%,1570,0.95%
117,Darmanitan,1.00%,2081,1.00%,1647,1.00%
118,Primarina,0.97%,2016,0.97%,1557,0.95%
119,Shedinja,0.92%,1920,0.92%,1355,0.82%
120,Bronzong,0.90%,1873,0.90%,1734,1.05%
121,Nihilego,0.90%,1870,0.90%,1522,0.92%
122,Incineroar,0.90%,1863,0.90%,1555,0.94%
123,Goodra,0.89%,1851,0.89%,1391,0.85%
124,Scolipede,0.87%,1801,0.87%,1285,0.78%
125,Mandibuzz,0.86%,1791,0.86%,1457,0.89%
126,Milotic,0.86%,1789,0.86%,1434,0.87%
127,Sylveon,0.85%,1765,0.85%,1179,0.72%
128,Alakazam,0.84%,1739,0.84%,1164,0.71%
129,Houndoom-Mega,0.82%,1713,0.83%,1286,0.78%
130,Azelf,0.82%,1710,0.82%,1613,0.98%
131,Pidgeot-Mega,0.81%,1677,0.81%,1272,0.77%
132,Arcanine,0.80%,1660,0.80%,1348,0.82%
133,Talonflame,0.78%,1625,0.78%,1208,0.73%
134,Lycanroc-Dusk,0.77%,1592,0.77%,1208,0.73%
135,Jolteon,0.73%,1517,0.73%,1203,0.73%
136,Krookodile,0.73%,1514,0.73%,1216,0.74%
137,Mantine,0.71%,1475,0.71%,1197,0.73%
138,Latias,0.70%,1452,0.70%,1051,0.64%
139,Suicune,0.68%,1412,0.68%,1073,0.65%
140,Aggron-Mega,0.67%,1391,0.67%,1140,0.69%
141,Sharpedo-Mega,0.67%,1384,0.67%,956,0.58%
142,Tentacruel,0.67%,1382,0.67%,1125,0.68%
143,Raichu-Alola,0.66%,1367,0.66%,1051,0.64%
144,Aerodactyl-Mega,0.65%,1356,0.65%,1019,0.62%
145,Feraligatr,0.64%,1329,0.64%,971,0.59%
146,Klefki,0.63%,1318,0.64%,1147,0.70%
147,Porygon,0.62%,1287,0.62%,1054,0.64%
148,Pikachu,0.61%,1273,0.61%,946,0.57%
149,Persian-Alola,0.60%,1252,0.60%,1142,0.69%
150,Thundurus,0.60%,1249,0.60%,967,0.59%
151,Politoed,0.59%,1229,0.59%,1066,0.65%
152,Abomasnow-Mega,0.59%,1221,0.59%,1014,0.62%
153,Absol-Mega,0.57%,1180,0.57%,975,0.59%
154,Empoleon,0.57%,1180,0.57%,967,0.59%
155,Cofagrigus,0.55%,1140,0.55%,938,0.57%
156,Alomomola,0.54%,1127,0.54%,858,0.52%
157,Noivern,0.54%,1125,0.54%,898,0.55%
158,Slowbro-Mega,0.54%,1117,0.54%,862,0.52%
159,Swellow,0.53%,1105,0.53%,832,0.51%
160,Whimsicott,0.53%,1099,0.53%,866,0.53%
161,Banette-Mega,0.53%,1098,0.53%,849,0.52%
162,Electivire,0.53%,1094,0.53%,799,0.49%
163,Zoroark,0.53%,1092,0.53%,501,0.30%
164,Golisopod,0.52%,1089,0.52%,912,0.55%
165,Swampert,0.51%,1053,0.51%,919,0.56%
166,Uxie,0.51%,1050,0.51%,988,0.60%
167,Gardevoir,0.50%,1033,0.50%,716,0.44%
168,Salazzle,0.50%,1033,0.50%,717,0.44%
169,Haxorus,0.49%,1025,0.49%,783,0.48%
170,Vaporeon,0.49%,1017,0.49%,816,0.50%
171,Diggersby,0.48%,988,0.48%,744,0.45%
172,Pyukumuku,0.47%,982,0.47%,718,0.44%
173,Rotom-Heat,0.47%,979,0.47%,794,0.48%
174,Ludicolo,0.47%,970,0.47%,741,0.45%
175,Decidueye,0.45%,938,0.45%,716,0.44%
176,Aggron,0.44%,923,0.44%,738,0.45%
177,Slowking,0.44%,912,0.44%,746,0.45%
178,Heracross,0.44%,906,0.44%,690,0.42%
179,Nidoqueen,0.42%,870,0.42%,712,0.43%
180,Mudsdale,0.42%,868,0.42%,675,0.41%
181,Miltank,0.42%,863,0.42%,716,0.44%
182,Roserade,0.41%,857,0.41%,671,0.41%
183,Entei,0.41%,855,0.41%,697,0.42%
184,Toxicroak,0.40%,829,0.40%,634,0.39%
185,Vivillon,0.40%,827,0.40%,556,0.34%
186,Flygon,0.38%,789,0.38%,598,0.36%
187,Smeargle,0.38%,783,0.38%,696,0.42%
188,Sceptile,0.38%,780,0.38%,574,0.35%
189,Linoone,0.37%,778,0.38%,572,0.35%
190,Jellicent,0.37%,777,0.37%,650,0.40%
191,Donphan,0.37%,771,0.37%,669,0.41%
192,Xatu,0.37%,770,0.37%,654,0.40%
193,Lapras,0.37%,760,0.37%,612,0.37%
194,Kyurem,0.36%,746,0.36%,579,0.35%
195,Blastoise-Mega,0.36%,743,0.36%,609,0.37%
196,Flareon,0.35%,730,0.35%,523,0.32%
197,Typhlosion,0.34%,714,0.34%,557,0.34%
198,Camerupt-Mega,0.34%,712,0.34%,585,0.36%
199,Vikavolt,0.34%,712,0.34%,554,0.34%
200,Blastoise,0.33%,686,0.33%,592,0.36%
201,Lanturn,0.33%,683,0.33%,558,0.34%
202,Kabutops,0.33%,679,0.33%,533,0.32%
203,Cradily,0.32%,660,0.32%,502,0.31%
204,Togedemaru,0.31%,636,0.31%,486,0.30%
205,Minior,0.30%,630,0.30%,452,0.27%
206,Scrafty,0.30%,628,0.30%,471,0.29%
207,Doublade,0.30%,622,0.30%,475,0.29%
208,Chesnaught,0.30%,614,0.30%,519,0.32%
209,Stakataka,0.29%,597,0.29%,487,0.30%
210,Gigalith,0.28%,590,0.28%,479,0.29%
211,Zygarde-%,0.28%,589,0.28%,419,0.25%
212,Ninetales,0.28%,587,0.28%,494,0.30%
213,Malamar,0.28%,585,0.28%,358,0.22%
214,Terrakion,0.28%,583,0.28%,460,0.28%
215,Machamp,0.28%,578,0.28%,469,0.29%
216,Heliolisk,0.28%,577,0.28%,426,0.26%
217,Dusclops,0.28%,574,0.28%,436,0.27%
218,Charizard,0.28%,574,0.28%,448,0.27%
219,Froslass,0.27%,571,0.28%,471,0.29%
220,Slurpuff,0.27%,560,0.27%,400,0.24%
221,Drapion,0.26%,544,0.26%,436,0.27%
222,Weezing,0.26%,539,0.26%,407,0.25%
223,Aerodactyl,0.26%,538,0.26%,479,0.29%
224,Ampharos-Mega,0.26%,537,0.26%,421,0.26%
225,Mienshao,0.26%,534,0.26%,393,0.24%
226,Steelix-Mega,0.25%,519,0.25%,435,0.26%
227,Moltres,0.25%,515,0.25%,426,0.26%
228,Meowstic,0.24%,500,0.24%,389,0.24%
229,Raikou,0.24%,497,0.24%,388,0.24%
230,Accelgor,0.24%,489,0.24%,401,0.24%
231,Torterra,0.23%,486,0.23%,384,0.23%
232,Stunfisk,0.23%,478,0.23%,364,0.22%
233,Barbaracle,0.22%,462,0.22%,278,0.17%
234,Golurk,0.22%,453,0.22%,383,0.23%
235,Yanmega,0.22%,453,0.22%,303,0.18%
236,Drampa,0.22%,451,0.22%,346,0.21%
237,Omastar,0.22%,448,0.22%,333,0.20%
238,Tyrantrum,0.21%,446,0.22%,289,0.18%
239,Komala,0.21%,443,0.21%,354,0.22%
240,Sandslash-Alola,0.21%,443,0.21%,352,0.21%
241,Leafeon,0.21%,433,0.21%,324,0.20%
242,Lycanroc,0.21%,432,0.21%,324,0.20%
243,Florges,0.21%,429,0.21%,335,0.20%
244,Rhyperior,0.21%,428,0.21%,342,0.21%
245,Tornadus,0.21%,427,0.21%,347,0.21%
246,Regigigas,0.21%,427,0.21%,329,0.20%
247,Ambipom,0.20%,424,0.20%,348,0.21%
248,Exeggutor-Alola,0.20%,420,0.20%,337,0.21%
249,Necrozma,0.20%,412,0.20%,308,0.19%
250,Ninjask,0.20%,412,0.20%,316,0.19%
251,Golem-Alola,0.20%,409,0.20%,330,0.20%
252,Dhelmise,0.20%,405,0.20%,321,0.20%
253,Ursaring,0.20%,405,0.20%,313,0.19%
254,Avalugg,0.19%,388,0.19%,294,0.18%
255,Carbink,0.19%,386,0.19%,374,0.23%
256,Druddigon,0.19%,385,0.19%,347,0.21%
257,Shiftry,0.18%,384,0.19%,268,0.16%
258,Roselia,0.18%,382,0.18%,274,0.17%
259,Hitmonlee,0.18%,381,0.18%,269,0.16%
260,Tsareena,0.18%,376,0.18%,284,0.17%
261,Meloetta,0.18%,375,0.18%,262,0.16%
262,Dusknoir,0.18%,374,0.18%,324,0.20%
263,Cobalion,0.18%,374,0.18%,304,0.19%
264,Eelektross,0.18%,369,0.18%,315,0.19%
265,Eevee,0.18%,364,0.18%,236,0.14%
266,Celebi,0.17%,353,0.17%,262,0.16%
267,Aron,0.17%,351,0.17%,257,0.16%
268,Kecleon,0.17%,346,0.17%,247,0.15%
269,Cryogonal,0.16%,337,0.16%,290,0.18%
270,Registeel,0.16%,329,0.16%,268,0.16%
271,Masquerain,0.16%,323,0.16%,257,0.16%
272,Guzzlord,0.15%,320,0.15%,196,0.12%
273,Mismagius,0.15%,316,0.15%,262,0.16%
274,Yamask,0.15%,315,0.15%,259,0.16%
275,Claydol,0.15%,312,0.15%,277,0.17%
276,Raichu,0.15%,308,0.15%,241,0.15%
277,Sharpedo,0.15%,306,0.15%,234,0.14%
278,Honchkrow,0.14%,301,0.15%,228,0.14%
279,Comfey,0.14%,300,0.14%,205,0.12%
280,Ariados,0.14%,293,0.14%,227,0.14%
281,Rhydon,0.14%,291,0.14%,252,0.15%
282,Hitmontop,0.14%,286,0.14%,247,0.15%
283,Sawk,0.14%,284,0.14%,162,0.10%
284,Slaking,0.13%,279,0.13%,201,0.12%
285,Tangela,0.13%,278,0.13%,190,0.12%
286,Ampharos,0.13%,276,0.13%,229,0.14%
287,Dragalge,0.13%,276,0.13%,205,0.12%
288,Golem,0.13%,276,0.13%,227,0.14%
289,Delphox,0.13%,269,0.13%,210,0.13%
290,Venomoth,0.13%,268,0.13%,200,0.12%
291,Glalie-Mega,0.13%,267,0.13%,197,0.12%
292,Pangoro,0.13%,263,0.13%,194,0.12%
293,Crustle,0.13%,262,0.13%,210,0.13%
294,Samurott,0.13%,260,0.13%,226,0.14%
295,Rotom-Mow,0.13%,260,0.13%,210,0.13%
296,Trevenant,0.13%,260,0.13%,199,0.12%
297,Wobbuffet,0.12%,258,0.12%,128,0.08%
298,Aurorus,0.12%,257,0.12%,210,0.13%
299,Wishiwashi,0.12%,256,0.12%,192,0.12%
300,Lycanroc-Midnight,0.12%,254,0.12%,193,0.12%
301,Victreebel,0.12%,251,0.12%,184,0.11%
302,Sableye,0.12%,247,0.12%,203,0.12%
303,Kingler,0.12%,240,0.12%,167,0.10%
304,Gorebyss,0.12%,240,0.12%,191,0.12%
305,Jynx,0.11%,235,0.11%,179,0.11%
306,Spiritomb,0.11%,235,0.11%,193,0.12%
307,Golduck,0.11%,235,0.11%,196,0.12%
308,Illumise,0.11%,233,0.11%,176,0.11%
309,Absol,0.11%,231,0.11%,141,0.09%
310,Stoutland,0.11%,231,0.11%,166,0.10%
311,Chatot,0.11%,227,0.11%,196,0.12%
312,Butterfree,0.11%,225,0.11%,174,0.11%
313,Qwilfish,0.11%,224,0.11%,195,0.12%
314,Bewear,0.11%,224,0.11%,180,0.11%
315,Glaceon,0.11%,222,0.11%,153,0.09%
316,Toucannon,0.11%,222,0.11%,156,0.10%
317,Magcargo,0.11%,222,0.11%,192,0.12%
318,Marowak,0.11%,220,0.11%,172,0.10%
319,Shaymin,0.11%,220,0.11%,165,0.10%
320,Clawitzer,0.10%,218,0.11%,167,0.10%
321,Archeops,0.10%,216,0.10%,188,0.11%
322,Escavalier,0.10%,210,0.10%,162,0.10%
323,Electrode,0.10%,209,0.10%,185,0.11%
324,Carracosta,0.10%,204,0.10%,157,0.10%
325,Silvally,0.10%,201,0.10%,178,0.11%
326,Lickilicky,0.10%,200,0.10%,148,0.09%
327,Cinccino,0.09%,197,0.10%,151,0.09%
328,Steelix,0.09%,194,0.09%,166,0.10%
329,Lurantis,0.09%,191,0.09%,143,0.09%
330,Bellossom,0.09%,190,0.09%,154,0.09%
331,Gallade,0.09%,190,0.09%,154,0.09%
332,Articuno,0.09%,186,0.09%,137,0.08%
333,Tauros,0.09%,186,0.09%,144,0.09%
334,Primeape,0.09%,185,0.09%,149,0.09%
335,Diancie,0.09%,184,0.09%,152,0.09%
336,Magmortar,0.09%,183,0.09%,134,0.08%
337,Turtonator,0.09%,183,0.09%,147,0.09%
338,Bibarel,0.09%,182,0.09%,142,0.09%
339,Tropius,0.09%,182,0.09%,150,0.09%
340,Poliwrath,0.09%,181,0.09%,140,0.09%
341,Luxray,0.09%,180,0.09%,143,0.09%
342,Audino-Mega,0.09%,179,0.09%,147,0.09%
343,Bouffalant,0.08%,176,0.09%,132,0.08%
344,Volbeat,0.08%,176,0.09%,142,0.09%
345,Scyther,0.08%,175,0.08%,113,0.07%
346,Braviary,0.08%,174,0.08%,126,0.08%
347,Lilligant,0.08%,173,0.08%,129,0.08%
348,Medicham,0.08%,173,0.08%,121,0.07%
349,Regice,0.08%,173,0.08%,131,0.08%
350,Walrein,0.08%,168,0.08%,137,0.08%
351,Rampardos,0.08%,160,0.08%,114,0.07%
352,Hoopa,0.08%,160,0.08%,124,0.08%
353,Rotom,0.08%,159,0.08%,124,0.08%
354,Durant,0.08%,159,0.08%,115,0.07%
355,Rattata,0.08%,158,0.08%,130,0.08%
356,Dodrio,0.08%,158,0.08%,105,0.06%
357,Arbok,0.08%,156,0.08%,130,0.08%
358,Hariyama,0.07%,154,0.07%,124,0.08%
359,Exeggutor,0.07%,152,0.07%,125,0.08%
360,Liepard,0.07%,146,0.07%,113,0.07%
361,Gogoat,0.07%,145,0.07%,97,0.06%
362,Magneton,0.07%,145,0.07%,129,0.08%
363,Meganium,0.07%,145,0.07%,116,0.07%
364,Muk,0.07%,142,0.07%,112,0.07%
365,Altaria,0.07%,142,0.07%,117,0.07%
366,Crabominable,0.07%,141,0.07%,123,0.08%
367,Fearow,0.07%,141,0.07%,100,0.06%
368,Combusken,0.07%,137,0.07%,112,0.07%
369,Hitmonchan,0.07%,136,0.07%,102,0.06%
370,Skuntank,0.06%,134,0.07%,107,0.07%
371,Jumpluff,0.06%,134,0.07%,107,0.07%
372,Vileplume,0.06%,134,0.07%,111,0.07%
373,Raticate,0.06%,134,0.07%,115,0.07%
374,Murkrow,0.06%,133,0.06%,105,0.06%
375,Sigilyph,0.06%,133,0.06%,100,0.06%
376,Armaldo,0.06%,130,0.06%,100,0.06%
377,Drifblim,0.06%,129,0.06%,88,0.05%
378,Swoobat,0.06%,128,0.06%,100,0.06%
379,Regirock,0.06%,127,0.06%,104,0.06%
380,Dragonair,0.06%,126,0.06%,95,0.06%
381,Floatzel,0.06%,125,0.06%,93,0.06%
382,Zangoose,0.06%,124,0.06%,82,0.05%
383,Golbat,0.06%,121,0.06%,93,0.06%
384,Leavanny,0.06%,119,0.06%,110,0.07%
385,Gourgeist-Super,0.06%,118,0.06%,90,0.06%
386,Audino,0.05%,114,0.06%,94,0.06%
387,Virizion,0.05%,111,0.05%,84,0.05%
388,Unfezant,0.05%,111,0.05%,93,0.06%
389,Raticate-Alola,0.05%,110,0.05%,96,0.06%
390,Houndoom,0.05%,109,0.05%,91,0.06%
391,Abomasnow,0.05%,105,0.05%,88,0.05%
392,Oranguru,0.05%,105,0.05%,80,0.05%
393,Dugtrio-Alola,0.05%,105,0.05%,78,0.05%
394,Piloswine,0.05%,104,0.05%,94,0.06%
395,Palossand,0.05%,103,0.05%,80,0.05%
396,Noctowl,0.05%,102,0.05%,75,0.05%
397,Emboar,0.05%,100,0.05%,87,0.05%
398,Beartic,0.05%,99,0.05%,63,0.04%
399,Emolga,0.05%,99,0.05%,83,0.05%
400,Pachirisu,0.05%,99,0.05%,87,0.05%
401,Haunter,0.05%,98,0.05%,82,0.05%
402,Gourgeist,0.05%,98,0.05%,77,0.05%
403,Misdreavus,0.05%,97,0.05%,89,0.05%
404,Magnemite,0.04%,92,0.04%,46,0.03%
405,Sawsbuck,0.04%,91,0.04%,63,0.04%
406,Taillow,0.04%,90,0.04%,60,0.04%
407,Cacturne,0.04%,89,0.04%,68,0.04%
408,Kangaskhan,0.04%,87,0.04%,69,0.04%
409,Gloom,0.04%,87,0.04%,78,0.05%
410,Silvally-Fairy,0.04%,85,0.04%,75,0.05%
411,Hypno,0.04%,85,0.04%,68,0.04%
412,Quilava,0.04%,81,0.04%,71,0.04%
413,Mr. Mime,0.04%,80,0.04%,55,0.03%
414,Camerupt,0.04%,80,0.04%,66,0.04%
415,Piplup,0.04%,79,0.04%,67,0.04%
416,Buneary,0.04%,78,0.04%,77,0.05%
417,Yanma,0.04%,77,0.04%,75,0.05%
418,Rotom-Frost,0.04%,75,0.04%,62,0.04%
419,Bastiodon,0.04%,74,0.04%,60,0.04%
420,Mightyena,0.04%,73,0.04%,54,0.03%
421,Banette,0.04%,73,0.04%,57,0.04%
422,Octillery,0.03%,72,0.04%,56,0.03%
423,Exploud,0.03%,72,0.04%,61,0.04%
424,Pyroar,0.03%,71,0.03%,54,0.03%
425,Swalot,0.03%,70,0.03%,56,0.03%
426,Sandslash,0.03%,70,0.03%,53,0.03%
427,Clamperl,0.03%,69,0.03%,45,0.03%
428,Vanilluxe,0.03%,69,0.03%,55,0.03%
429,Granbull,0.03%,68,0.03%,55,0.03%
430,Sudowoodo,0.03%,68,0.03%,57,0.04%
431,Manectric,0.03%,66,0.03%,55,0.03%
432,Swanna,0.03%,66,0.03%,63,0.04%
433,Persian,0.03%,65,0.03%,55,0.03%
434,Charmeleon,0.03%,65,0.03%,55,0.03%
435,Klinklang,0.03%,64,0.03%,45,0.03%
436,Bruxish,0.03%,64,0.03%,46,0.03%
437,Pichu,0.03%,63,0.03%,55,0.03%
438,Seaking,0.03%,63,0.03%,49,0.03%
439,Probopass,0.03%,62,0.03%,48,0.03%
440,Mesprit,0.03%,61,0.03%,56,0.03%
441,Rapidash,0.03%,60,0.03%,45,0.03%
442,Maractus,0.03%,58,0.03%,45,0.03%
443,Silvally-Steel,0.03%,58,0.03%,47,0.03%
444,Cottonee,0.03%,57,0.03%,33,0.02%
445,Vespiquen,0.03%,56,0.03%,31,0.02%
446,Pineco,0.03%,54,0.03%,44,0.03%
447,Dugtrio,0.03%,54,0.03%,40,0.02%
448,Gligar,0.03%,53,0.03%,49,0.03%
449,Mawile,0.03%,52,0.03%,41,0.03%
450,Aromatisse,0.03%,52,0.03%,45,0.03%
451,Heatmor,0.03%,52,0.03%,41,0.03%
452,Togetic,0.02%,51,0.03%,36,0.02%
453,Oricorio,0.02%,51,0.03%,44,0.03%
454,Onix,0.02%,49,0.02%,42,0.03%
455,Dedenne,0.02%,48,0.02%,42,0.03%
456,Clefairy,0.02%,48,0.02%,31,0.02%
457,Beheeyem,0.02%,48,0.02%,37,0.02%
458,Metapod,0.02%,48,0.02%,46,0.03%
459,Lopunny,0.02%,47,0.02%,41,0.03%
460,Pinsir,0.02%,47,0.02%,42,0.03%
461,Whiscash,0.02%,47,0.02%,38,0.02%
462,Corsola,0.02%,46,0.02%,31,0.02%
463,Rotom-Fan,0.02%,46,0.02%,41,0.03%
464,Parasect,0.02%,45,0.02%,36,0.02%
465,Nosepass,0.02%,45,0.02%,32,0.02%
466,Silvally-Grass,0.02%,44,0.02%,37,0.02%
467,Musharna,0.02%,44,0.02%,30,0.02%
468,Oricorio-Sensu,0.02%,44,0.02%,34,0.02%
469,Wailord,0.02%,43,0.02%,30,0.02%
470,Delcatty,0.02%,43,0.02%,36,0.02%
471,Shiinotic,0.02%,43,0.02%,32,0.02%
472,Dunsparce,0.02%,42,0.02%,30,0.02%
473,Wigglytuff,0.02%,40,0.02%,35,0.02%
474,Hippopotas,0.02%,40,0.02%,39,0.02%
475,Zebstrika,0.02%,39,0.02%,30,0.02%
476,Beedrill,0.02%,39,0.02%,34,0.02%
477,Ledian,0.02%,38,0.02%,28,0.02%
478,Pidgey,0.02%,38,0.02%,33,0.02%
479,Vigoroth,0.02%,38,0.02%,24,0.02%
480,Castform,0.02%,37,0.02%,25,0.02%
481,Gothitelle,0.02%,37,0.02%,29,0.02%
482,Girafarig,0.02%,37,0.02%,20,0.01%
483,Silvally-Fire,0.02%,37,0.02%,30,0.02%
484,Caterpie,0.02%,36,0.02%,31,0.02%
485,Simisear,0.02%,36,0.02%,27,0.02%
486,Passimian,0.02%,35,0.02%,24,0.02%
487,Squirtle,0.02%,34,0.02%,30,0.02%
488,Farfetch'd,0.02%,34,0.02%,24,0.02%
489,Dewgong,0.02%,33,0.02%,30,0.02%
490,Ivysaur,0.02%,33,0.02%,27,0.02%
491,Sunflora,0.02%,33,0.02%,20,0.01%
492,Silvally-Water,0.02%,32,0.02%,28,0.02%
493,Spinda,0.02%,32,0.02%,26,0.02%
494,Pidgeot,0.02%,32,0.02%,25,0.02%
495,Simisage,0.01%,31,0.02%,29,0.02%
496,Mimikyu-Totem,0.01%,31,0.02%,19,0.01%
497,Purugly,0.01%,31,0.02%,23,0.01%
