Rank,Pokemon,Usage %,Raw,%,Real,%
135,Machoke,0.05%,9,0.05%,9,0.06%
136,Charmeleon,0.05%,8,0.05%,6,0.04%
137,Parasect,0.05%,8,0.05%,7,0.05%
138,Stantler,0.05%,8,0.05%,5,0.03%
139,Octillery,0.04%,7,0.04%,6,0.04%
140,Cubone,0.04%,7,0.04%,7,0.05%
141,Kadabra,0.03%,6,0.03%,2,0.01%
142,Rhyhorn,0.03%,5,0.03%,4,0.03%
143,Graveler,0.03%,5,0.03%,5,0.03%
144,Elekid,0.03%,5,0.03%,5,0.03%
145,Unown,0.03%,5,0.03%,4,0.03%
146,Phanpy,0.03%,5,0.03%,5,0.03%
147,Quilava,0.02%,4,0.02%,4,0.03%
148,Drowzee,0.02%,4,0.02%,3,0.02%
149,Yanma,0.02%,4,0.02%,2,0.01%
150,Dunsparce,0.02%,4,0.02%,4,0.03%
151,Golbat,0.02%,3,0.02%,3,0.02%
152,Corsola,0.02%,3,0.02%,3,0.02%
153,Azumarill,0.02%,3,0.02%,3,0.02%
154,Eevee,0.02%,3,0.02%,3,0.02%
155,Farfetch'd,0.02%,3,0.02%,1,0.01%
156,Porygon,0.02%,3,0.02%,2,0.01%
157,Houndour,0.02%,3,0.02%,3,0.02%
158,Staryu,0.02%,3,0.02%,1,0.01%
159,Magby,0.01%,2,0.01%,0,0.00%
160,Pidgeotto,0.01%,2,0.01%,2,0.01%
161,Wigglytuff,0.01%,2,0.01%,2,0.01%
162,Pineco,0.01%,2,0.01%,2,0.01%
163,Wartortle,0.01%,2,0.01%,2,0.01%
164,Weedle,0.01%,2,0.01%,2,0.01%
165,Bulbasaur,0.01%,2,0.01%,1,0.01%
166,Squirtle,0.01%,2,0.01%,1,0.01%
167,Sunflora,0.01%,2,0.01%,2,0.01%
168,Wooper,0.01%,2,0.01%,2,0.01%
169,Magikarp,0.01%,2,0.01%,0,0.00%
170,Swinub,0.01%,1,0.01%,1,0.01%
171,Pidgey,0.01%,1,0.01%,1,0.01%
172,Meowth,0.01%,1,0.01%,1,0.01%
173,Zubat,0.01%,1,0.01%,1,0.01%
174,Igglybuff,0.01%,1,0.01%,1,0.01%
175,Spearow,0.01%,1,0.01%,1,0.01%
176,Hoothoot,0.01%,1,0.01%,1,0.01%
177,Clefairy,0.01%,1,0.01%,1,0.01%
